a,0,51,50,46,45,48,48,49,64,99,0,49,104,52,38,34,129,130,15,10,0.5719103352509423,0.7520333267208887,1,1
b,22,32,26,25,91,57,52,51,48,50,0,0,8,194,34,30,37,82,71,0,0.7241011035955857,0.8071377714489142,1,1
c,20,49,51,41,23,25,31,41,56,72,0,23,96,72,43,35,34,59,51,1,0.7778218607419163,0.8432850624876017,0,1
d,30,32,26,25,63,50,50,53,56,79,0,0,67,103,36,26,56,208,7,0,0.7351815592737629,0.7968583125667498,1,1
e,0,52,45,48,20,22,26,41,62,71,0,0,97,68,52,47,50,71,58,0,0.8067129629629629,0.7951388888888888,1,1
f,81,48,22,25,85,25,25,25,25,27,0,0,0,20,187,30,30,32,0,0,0.7184264053254438,0.8752311390532544,0,1
g,0,73,52,52,48,14,102,45,28,79,0,0,31,149,68,57,102,101,44,0,0.8172337562475971,0.738514033064206,2,1
h,133,37,25,25,83,53,50,50,50,51,0,0,16,205,20,15,30,129,7,0,0.8583117603550295,0.8241031804733728,0,1
i,66,29,0,0,41,26,25,25,25,26,0,0,0,0,16,166,8,0,0,0,0.9707377958579881,0.921458949704142,0,2
j,0,18,0,38,25,25,25,25,24,32,0,0,0,0,27,18,210,0,0,0,0.8482870691033086,0.9286323192498268,0,2
k,135,35,25,24,52,41,42,55,56,58,0,0,15,206,26,55,82,39,12,0,0.7156989644970414,0.7910502958579881,0,1
l,0,43,26,25,25,25,25,25,25,26,0,0,0,0,16,207,7,0,0,0,0.9806349206349206,0.9741043083900227,0,1
m,0,0,42,112,75,75,75,76,202,0,6,60,138,13,26,131,19,16,47,116,0.9069187145557656,0.8875614366729678,0,1
n,0,82,69,50,50,50,50,50,50,70,6,17,134,138,18,16,25,137,126,9,0.8660518626734843,0.8348246895544192,0,1
o,24,51,49,52,57,56,56,53,50,53,0,73,111,49,27,21,28,48,109,69,0.9232295179527872,0.9250148780003967,1,1
p,71,117,57,53,51,48,51,47,25,26,0,0,13,197,46,34,34,75,88,0,0.6778747181648858,0.7636506224879914,1,1
q,68,52,47,49,51,55,102,43,25,26,0,0,82,68,37,27,42,201,6,0,0.7063523184001569,0.8089893147730615,1,1
r,69,84,52,26,25,25,25,25,25,30,0,0,14,131,137,26,20,27,28,0,0.6347406007141357,0.823146397815585,0,1
s,22,40,29,31,46,57,43,34,35,48,0,0,81,84,53,50,57,100,34,0,0.7568934735171593,0.7699861138662963,0,1
t,0,14,27,77,25,25,25,25,25,50,0,0,0,7,131,181,26,9,0,0,0.8584108199492815,0.9187900012075836,0,1
u,0,63,50,50,50,50,50,50,70,83,2,8,125,137,20,15,19,138,134,10,0.8858666666666667,0.8371555555555555,0,1
v,0,57,38,38,39,39,39,38,30,17,7,12,39,72,70,59,29,36,44,14,0.7943328954775756,0.5834115218615125,0,1
w,0,0,164,64,70,76,76,57,22,0,6,28,83,67,33,59,74,51,37,31,0.8685475258098968,0.6634033463866145,0,1
x,0,61,46,44,32,32,43,43,44,69,0,24,57,72,66,45,76,73,35,9,0.7853973765432098,0.7491319444444444,0,1
y,14,44,42,40,41,39,22,13,14,55,0,0,40,78,84,82,34,43,15,0,0.7995,0.764,0,1
z,0,47,39,31,30,31,30,36,39,48,0,16,53,62,62,61,62,61,46,57,0.6785250865051903,0.6666306228373703,0,1
A,0,20,38,47,47,46,46,46,46,54,6,18,47,46,46,79,84,84,58,15,0.8767799928800285,0.6512548949804201,1,1
B,0,67,61,60,63,117,66,64,64,69,0,13,199,199,36,34,44,81,166,71,0.72185,0.90235,2,1
C,28,63,45,38,33,35,34,33,42,56,0,76,148,61,37,27,24,24,31,43,0.639007026627219,0.9419840976331361,0,1
D,0,73,66,64,63,63,63,63,63,69,0,19,199,30,23,24,32,50,95,125,0.6507695323987844,0.983580041172434,1,1
E,0,45,37,29,39,109,37,29,38,48,0,12,31,199,36,35,35,53,53,16,0.74425,0.92775,0,1
F,0,48,36,29,40,96,36,29,29,31,0,0,15,199,199,31,25,48,23,0,0.71795,0.89785,0,1
G,0,64,42,37,33,76,65,64,63,67,0,118,94,44,30,22,23,38,136,11,0.7506575963718821,0.8840816326530613,0,1
H,0,64,57,57,57,149,57,57,57,65,0,19,199,35,23,11,23,37,199,19,0.988076161749458,0.9670562729757752,0,1
I,0,31,29,29,29,29,29,29,29,31,0,0,0,12,23,199,21,12,0,0,0.98935,0.99425,0,1
J,12,31,29,29,29,29,29,29,26,50,0,0,0,36,26,197,173,7,0,0,0.7282775855440216,0.9060938100730488,0,1
K,0,69,48,48,50,68,69,69,69,86,6,21,199,41,60,59,76,71,35,11,0.5872128570180802,0.8973709494278976,0,1
L,0,32,29,29,29,29,29,29,38,52,0,12,36,199,25,20,13,14,24,19,0.67685,0.91455,0,1
M,0,0,79,89,90,90,88,88,73,0,12,34,64,68,68,33,34,40,199,29,0.854156494140625,0.792388916015625,0,1
N,0,58,58,64,64,64,63,63,47,43,0,17,199,53,45,45,45,51,65,10,0.660508374715933,0.7631091658951267,0,1
O,16,55,58,64,68,68,66,64,57,55,0,110,145,43,26,22,26,39,113,113,0.977394600591716,0.9882119082840237,1,1
P,0,68,65,63,63,101,29,29,29,31,0,0,16,199,199,29,30,82,75,0,0.6854,0.8077,1,1
Q,10,56,62,68,68,66,61,54,50,36,0,0,126,63,29,43,65,76,136,0,0.9432725365654682,0.7017947672047083,1,1
R,0,68,63,63,64,87,62,61,62,66,0,18,199,37,32,66,119,117,25,10,0.53455,0.77955,1,1
S,24,55,36,41,55,65,52,41,39,60,0,0,105,103,65,63,68,124,43,0,0.7775055473372781,0.781666050295858,0,1
T,0,65,43,29,29,29,29,29,29,31,0,48,16,19,24,199,22,19,17,48,0.96725,0.88695,0,1
U,0,51,43,43,43,43,42,43,46,66,6,10,179,43,22,13,14,23,77,12,0.8753114987540049,0.8035777856888573,0,1
V,0,57,46,46,45,46,46,46,38,21,6,14,57,84,72,72,35,35,54,19,0.829877180491278,0.6389729441082236,0,1
W,0,0,83,74,86,88,86,77,37,0,0,33,101,84,51,78,91,45,46,32,0.8834428859789866,0.657574659696703,0,1
X,0,69,52,52,49,34,51,52,51,73,0,23,58,82,79,51,80,97,65,23,0.8573780704877181,0.825249199003204,0,1
Y,0,72,50,49,49,48,28,28,28,32,6,15,46,75,69,108,34,37,38,13,0.9112471655328798,0.6301587301587301,0,1
Z,0,51,41,34,35,35,35,35,44,54,0,14,80,76,74,74,73,74,53,38,0.7312,0.7176,0,1
1,0,48,25,25,25,25,25,25,25,26,0,0,0,0,18,199,9,0,0,0,0.9604479046520569,0.964196462898885,0,1
2,0,89,43,26,22,18,15,14,14,111,0,0,13,52,60,65,88,96,10,0,0.821078431372549,0.7866685890042291,0,1
3,0,81,36,19,12,70,31,23,18,51,0,0,0,41,43,52,113,120,0,0,0.780417899408284,0.8447670118343196,0,1
4,0,32,40,39,39,39,39,135,25,25,0,0,29,42,43,43,198,203,22,0,0.7651384083044983,0.8440503652441369,1,1
5,26,73,13,50,61,33,24,19,15,52,0,0,0,52,75,69,75,111,0,0,0.7417410057837467,0.7154690716596412,0,1
6,0,25,26,28,83,62,59,55,48,43,0,0,30,133,66,44,48,110,0,0,0.8584042159763313,0.7143583579881657,1,1
7,0,111,26,18,18,18,18,17,17,17,0,0,9,29,28,76,78,70,8,0,0.8564975009611688,0.7673971549404075,0,1
8,0,40,43,51,60,47,59,51,44,40,0,0,0,141,75,53,81,126,0,0,0.9178069526627219,0.907082100591716,2,1
9,0,44,49,54,58,62,80,27,26,23,0,0,27,112,48,44,68,131,0,0,0.8539201183431953,0.7090421597633136,1,1
0,0,41,48,56,58,58,57,55,47,42,0,0,66,162,35,21,36,159,50,0,0.9776257396449705,0.987241124260355,1,1
